image_name,classification
rock01-000.png,rock
rock01-001.png,rock
rock01-002.png,rock
rock01-003.png,rock
rock01-004.png,rock
rock01-005.png,rock
rock01-006.png,rock
rock01-007.png,rock
rock01-008.png,rock
rock01-009.png,rock
rock01-010.png,rock
rock01-011.png,rock
rock01-012.png,rock
rock01-013.png,rock
rock01-014.png,rock
rock01-015.png,rock
rock01-016.png,rock
rock01-017.png,rock
rock01-018.png,rock
rock01-019.png,rock
rock01-020.png,rock
rock01-021.png,rock
rock01-022.png,rock
rock01-023.png,rock
rock01-024.png,rock
rock01-025.png,rock
rock01-026.png,rock
rock01-027.png,rock
rock01-028.png,rock
rock01-029.png,rock
rock01-030.png,rock
rock01-031.png,rock
rock01-032.png,rock
rock01-033.png,rock
rock01-034.png,rock
rock01-035.png,rock
rock01-036.png,rock
rock01-037.png,rock
rock01-038.png,rock
rock01-039.png,rock
rock01-040.png,rock
rock01-041.png,rock
rock01-042.png,rock
rock01-043.png,rock
rock01-044.png,rock
rock01-045.png,rock
rock01-046.png,rock
rock01-047.png,rock
rock01-048.png,rock
rock01-049.png,rock
rock01-050.png,rock
rock01-051.png,rock
rock01-052.png,rock
rock01-053.png,rock
rock01-054.png,rock
rock01-055.png,rock
rock01-056.png,rock
rock01-057.png,rock
rock01-058.png,rock
rock01-059.png,rock
rock01-060.png,rock
rock01-061.png,rock
rock01-062.png,rock
rock01-063.png,rock
rock01-064.png,rock
rock01-065.png,rock
rock01-066.png,rock
rock01-067.png,rock
rock01-068.png,rock
rock01-069.png,rock
rock01-070.png,rock
rock01-071.png,rock
rock01-072.png,rock
rock01-073.png,rock
rock01-074.png,rock
rock01-075.png,rock
rock01-076.png,rock
rock01-077.png,rock
rock01-078.png,rock
rock01-079.png,rock
rock01-080.png,rock
rock01-081.png,rock
rock01-082.png,rock
rock01-083.png,rock
rock01-084.png,rock
rock01-085.png,rock
rock01-086.png,rock
rock01-087.png,rock
rock01-088.png,rock
rock01-089.png,rock
rock01-090.png,rock
rock01-091.png,rock
rock01-092.png,rock
rock01-093.png,rock
rock01-094.png,rock
rock01-095.png,rock
rock01-096.png,rock
rock01-097.png,rock
rock01-098.png,rock
rock01-099.png,rock
rock01-100.png,rock
rock01-101.png,rock
rock01-102.png,rock
rock01-103.png,rock
rock01-104.png,rock
rock01-105.png,rock
rock01-106.png,rock
rock01-107.png,rock
rock01-108.png,rock
rock01-109.png,rock
rock01-110.png,rock
rock01-111.png,rock
rock01-112.png,rock
rock01-113.png,rock
rock01-114.png,rock
rock01-115.png,rock
rock01-116.png,rock
rock01-117.png,rock
rock01-118.png,rock
rock01-119.png,rock
rock02-000.png,rock
rock02-001.png,rock
rock02-002.png,rock
rock02-003.png,rock
rock02-004.png,rock
rock02-005.png,rock
rock02-006.png,rock
rock02-007.png,rock
rock02-008.png,rock
rock02-009.png,rock
rock02-010.png,rock
rock02-011.png,rock
rock02-012.png,rock
rock02-013.png,rock
rock02-014.png,rock
rock02-015.png,rock
rock02-016.png,rock
rock02-017.png,rock
rock02-018.png,rock
rock02-019.png,rock
rock02-020.png,rock
rock02-021.png,rock
rock02-022.png,rock
rock02-023.png,rock
rock02-024.png,rock
rock02-025.png,rock
rock02-026.png,rock
rock02-027.png,rock
rock02-028.png,rock
rock02-029.png,rock
rock02-030.png,rock
rock02-031.png,rock
rock02-032.png,rock
rock02-033.png,rock
rock02-034.png,rock
rock02-035.png,rock
rock02-036.png,rock
rock02-037.png,rock
rock02-038.png,rock
rock02-039.png,rock
rock02-040.png,rock
rock02-041.png,rock
rock02-042.png,rock
rock02-043.png,rock
rock02-044.png,rock
rock02-045.png,rock
rock02-046.png,rock
rock02-047.png,rock
rock02-048.png,rock
rock02-049.png,rock
rock02-050.png,rock
rock02-051.png,rock
rock02-052.png,rock
rock02-053.png,rock
rock02-054.png,rock
rock02-055.png,rock
rock02-056.png,rock
rock02-057.png,rock
rock02-058.png,rock
rock02-059.png,rock
rock02-060.png,rock
rock02-061.png,rock
rock02-062.png,rock
rock02-063.png,rock
rock02-064.png,rock
rock02-065.png,rock
rock02-066.png,rock
rock02-067.png,rock
rock02-068.png,rock
rock02-069.png,rock
rock02-070.png,rock
rock02-071.png,rock
rock02-072.png,rock
rock02-073.png,rock
rock02-074.png,rock
rock02-075.png,rock
rock02-076.png,rock
rock02-077.png,rock
rock02-078.png,rock
rock02-079.png,rock
rock02-080.png,rock
rock02-081.png,rock
rock02-082.png,rock
rock02-083.png,rock
rock02-084.png,rock
rock02-085.png,rock
rock02-086.png,rock
rock02-087.png,rock
rock02-088.png,rock
rock02-089.png,rock
rock02-090.png,rock
rock02-091.png,rock
rock02-092.png,rock
rock02-093.png,rock
rock02-094.png,rock
rock02-095.png,rock
rock02-096.png,rock
rock02-097.png,rock
rock02-098.png,rock
rock02-099.png,rock
rock02-100.png,rock
rock02-101.png,rock
rock02-102.png,rock
rock02-103.png,rock
rock02-104.png,rock
rock02-105.png,rock
rock02-106.png,rock
rock02-107.png,rock
rock02-108.png,rock
rock02-109.png,rock
rock02-110.png,rock
rock02-111.png,rock
rock02-112.png,rock
rock02-113.png,rock
rock02-114.png,rock
rock02-115.png,rock
rock02-116.png,rock
rock02-117.png,rock
rock02-118.png,rock
rock02-119.png,rock
rock03-000.png,rock
rock03-001.png,rock
rock03-002.png,rock
rock03-003.png,rock
rock03-004.png,rock
rock03-005.png,rock
rock03-006.png,rock
rock03-007.png,rock
rock03-008.png,rock
rock03-009.png,rock
rock03-010.png,rock
rock03-011.png,rock
rock03-012.png,rock
rock03-013.png,rock
rock03-014.png,rock
rock03-015.png,rock
rock03-016.png,rock
rock03-017.png,rock
rock03-018.png,rock
rock03-019.png,rock
rock03-020.png,rock
rock03-021.png,rock
rock03-022.png,rock
rock03-023.png,rock
rock03-024.png,rock
rock03-025.png,rock
rock03-026.png,rock
rock03-027.png,rock
rock03-028.png,rock
rock03-029.png,rock
rock03-030.png,rock
rock03-031.png,rock
rock03-032.png,rock
rock03-033.png,rock
rock03-034.png,rock
rock03-035.png,rock
rock03-036.png,rock
rock03-037.png,rock
rock03-038.png,rock
rock03-039.png,rock
rock03-040.png,rock
rock03-041.png,rock
rock03-042.png,rock
rock03-043.png,rock
rock03-044.png,rock
rock03-045.png,rock
rock03-046.png,rock
rock03-047.png,rock
rock03-048.png,rock
rock03-049.png,rock
rock03-050.png,rock
rock03-051.png,rock
rock03-052.png,rock
rock03-053.png,rock
rock03-054.png,rock
rock03-055.png,rock
rock03-056.png,rock
rock03-057.png,rock
rock03-058.png,rock
rock03-059.png,rock
rock03-060.png,rock
rock03-061.png,rock
rock03-062.png,rock
rock03-063.png,rock
rock03-064.png,rock
rock03-065.png,rock
rock03-066.png,rock
rock03-067.png,rock
rock03-068.png,rock
rock03-069.png,rock
rock03-070.png,rock
rock03-071.png,rock
rock03-072.png,rock
rock03-073.png,rock
rock03-074.png,rock
rock03-075.png,rock
rock03-076.png,rock
rock03-077.png,rock
rock03-078.png,rock
rock03-079.png,rock
rock03-080.png,rock
rock03-081.png,rock
rock03-082.png,rock
rock03-083.png,rock
rock03-084.png,rock
rock03-085.png,rock
rock03-086.png,rock
rock03-087.png,rock
rock03-088.png,rock
rock03-089.png,rock
rock03-090.png,rock
rock03-091.png,rock
rock03-092.png,rock
rock03-093.png,rock
rock03-094.png,rock
rock03-095.png,rock
rock03-096.png,rock
rock03-097.png,rock
rock03-098.png,rock
rock03-099.png,rock
rock03-100.png,rock
rock03-101.png,rock
rock03-102.png,rock
rock03-103.png,rock
rock03-104.png,rock
rock03-105.png,rock
rock03-106.png,rock
rock03-107.png,rock
rock03-108.png,rock
rock03-109.png,rock
rock03-110.png,rock
rock03-111.png,rock
rock03-112.png,rock
rock03-113.png,rock
rock03-114.png,rock
rock03-115.png,rock
rock03-116.png,rock
rock03-117.png,rock
rock03-118.png,rock
rock03-119.png,rock
rock04-000.png,rock
rock04-001.png,rock
rock04-002.png,rock
rock04-003.png,rock
rock04-004.png,rock
rock04-005.png,rock
rock04-006.png,rock
rock04-007.png,rock
rock04-008.png,rock
rock04-009.png,rock
rock04-010.png,rock
rock04-011.png,rock
rock04-012.png,rock
rock04-013.png,rock
rock04-014.png,rock
rock04-015.png,rock
rock04-016.png,rock
rock04-017.png,rock
rock04-018.png,rock
rock04-019.png,rock
rock04-020.png,rock
rock04-021.png,rock
rock04-022.png,rock
rock04-023.png,rock
rock04-024.png,rock
rock04-025.png,rock
rock04-026.png,rock
rock04-027.png,rock
rock04-028.png,rock
rock04-029.png,rock
rock04-030.png,rock
rock04-031.png,rock
rock04-032.png,rock
rock04-033.png,rock
rock04-034.png,rock
rock04-035.png,rock
rock04-036.png,rock
rock04-037.png,rock
rock04-038.png,rock
rock04-039.png,rock
rock04-040.png,rock
rock04-041.png,rock
rock04-042.png,rock
rock04-043.png,rock
rock04-044.png,rock
rock04-045.png,rock
rock04-046.png,rock
rock04-047.png,rock
rock04-048.png,rock
rock04-049.png,rock
rock04-050.png,rock
rock04-051.png,rock
rock04-052.png,rock
rock04-053.png,rock
rock04-054.png,rock
rock04-055.png,rock
rock04-056.png,rock
rock04-057.png,rock
rock04-058.png,rock
rock04-059.png,rock
rock04-060.png,rock
rock04-061.png,rock
rock04-062.png,rock
rock04-063.png,rock
rock04-064.png,rock
rock04-065.png,rock
rock04-066.png,rock
rock04-067.png,rock
rock04-068.png,rock
rock04-069.png,rock
rock04-070.png,rock
rock04-071.png,rock
rock04-072.png,rock
rock04-073.png,rock
rock04-074.png,rock
rock04-075.png,rock
rock04-076.png,rock
rock04-077.png,rock
rock04-078.png,rock
rock04-079.png,rock
rock04-080.png,rock
rock04-081.png,rock
rock04-082.png,rock
rock04-083.png,rock
rock04-084.png,rock
rock04-085.png,rock
rock04-086.png,rock
rock04-087.png,rock
rock04-088.png,rock
rock04-089.png,rock
rock04-090.png,rock
rock04-091.png,rock
rock04-092.png,rock
rock04-093.png,rock
rock04-094.png,rock
rock04-095.png,rock
rock04-096.png,rock
rock04-097.png,rock
rock04-098.png,rock
rock04-099.png,rock
rock04-100.png,rock
rock04-101.png,rock
rock04-102.png,rock
rock04-103.png,rock
rock04-104.png,rock
rock04-105.png,rock
rock04-106.png,rock
rock04-107.png,rock
rock04-108.png,rock
rock04-109.png,rock
rock04-110.png,rock
rock04-111.png,rock
rock04-112.png,rock
rock04-113.png,rock
rock04-114.png,rock
rock04-115.png,rock
rock04-116.png,rock
rock04-117.png,rock
rock04-118.png,rock
rock04-119.png,rock
rock05-000.png,rock
rock05-001.png,rock
rock05-002.png,rock
rock05-003.png,rock
rock05-004.png,rock
rock05-005.png,rock
rock05-006.png,rock
rock05-007.png,rock
rock05-008.png,rock
rock05-009.png,rock
rock05-010.png,rock
rock05-011.png,rock
rock05-012.png,rock
rock05-013.png,rock
rock05-014.png,rock
rock05-015.png,rock
rock05-016.png,rock
rock05-017.png,rock
rock05-018.png,rock
rock05-019.png,rock
rock05-020.png,rock
rock05-021.png,rock
rock05-022.png,rock
rock05-023.png,rock
rock05-024.png,rock
rock05-025.png,rock
rock05-026.png,rock
rock05-027.png,rock
rock05-028.png,rock
rock05-029.png,rock
rock05-030.png,rock
rock05-031.png,rock
rock05-032.png,rock
rock05-033.png,rock
rock05-034.png,rock
rock05-035.png,rock
rock05-036.png,rock
rock05-037.png,rock
rock05-038.png,rock
rock05-039.png,rock
rock05-040.png,rock
rock05-041.png,rock
rock05-042.png,rock
rock05-043.png,rock
rock05-044.png,rock
rock05-045.png,rock
rock05-046.png,rock
rock05-047.png,rock
rock05-048.png,rock
rock05-049.png,rock
rock05-050.png,rock
rock05-051.png,rock
rock05-052.png,rock
rock05-053.png,rock
rock05-054.png,rock
rock05-055.png,rock
rock05-056.png,rock
rock05-057.png,rock
rock05-058.png,rock
rock05-059.png,rock
rock05-060.png,rock
rock05-061.png,rock
rock05-062.png,rock
rock05-063.png,rock
rock05-064.png,rock
rock05-065.png,rock
rock05-066.png,rock
rock05-067.png,rock
rock05-068.png,rock
rock05-069.png,rock
rock05-070.png,rock
rock05-071.png,rock
rock05-072.png,rock
rock05-073.png,rock
rock05-074.png,rock
rock05-075.png,rock
rock05-076.png,rock
rock05-077.png,rock
rock05-078.png,rock
rock05-079.png,rock
rock05-080.png,rock
rock05-081.png,rock
rock05-082.png,rock
rock05-083.png,rock
rock05-084.png,rock
rock05-085.png,rock
rock05-086.png,rock
rock05-087.png,rock
rock05-088.png,rock
rock05-089.png,rock
rock05-090.png,rock
rock05-091.png,rock
rock05-092.png,rock
rock05-093.png,rock
rock05-094.png,rock
rock05-095.png,rock
rock05-096.png,rock
rock05-097.png,rock
rock05-098.png,rock
rock05-099.png,rock
rock05-100.png,rock
rock05-101.png,rock
rock05-102.png,rock
rock05-103.png,rock
rock05-104.png,rock
rock05-105.png,rock
rock05-106.png,rock
rock05-107.png,rock
rock05-108.png,rock
rock05-109.png,rock
rock05-110.png,rock
rock05-111.png,rock
rock05-112.png,rock
rock05-113.png,rock
rock05-114.png,rock
rock05-115.png,rock
rock05-116.png,rock
rock05-117.png,rock
rock05-118.png,rock
rock05-119.png,rock
rock06-000.png,rock
rock06-001.png,rock
rock06-002.png,rock
rock06-003.png,rock
rock06-004.png,rock
rock06-005.png,rock
rock06-006.png,rock
rock06-007.png,rock
rock06-008.png,rock
rock06-009.png,rock
rock06-010.png,rock
rock06-011.png,rock
rock06-012.png,rock
rock06-013.png,rock
rock06-014.png,rock
rock06-015.png,rock
rock06-016.png,rock
rock06-017.png,rock
rock06-018.png,rock
rock06-019.png,rock
rock06-020.png,rock
rock06-021.png,rock
rock06-022.png,rock
rock06-023.png,rock
rock06-024.png,rock
rock06-025.png,rock
rock06-026.png,rock
rock06-027.png,rock
rock06-028.png,rock
rock06-029.png,rock
rock06-030.png,rock
rock06-031.png,rock
rock06-032.png,rock
rock06-033.png,rock
rock06-034.png,rock
rock06-035.png,rock
rock06-036.png,rock
rock06-037.png,rock
rock06-038.png,rock
rock06-039.png,rock
rock06-040.png,rock
rock06-041.png,rock
